year,generation
2016,270.65
2013,7.25
2014,7.53
2015,7.43
2016,7.55
2013,44.83
2014,45.43
2015,46.27
2016,46.25
2013,14.86
2014,14.85
2015,14.83
2016,15.11
2013,9.27
2014,9.22
2015,9.21
2016,9.4
2013,6.15
2014,6.13
2015,6.19
2016,6.22
2013,7.45
2014,7.77
2015,7.87
2016,7.89
2013,1.74
2014,1.74
2015,1.74
2016,1.75
2013,11.29
2014,12
2015,11.97
2016,12
2013,1.73
2014,1.74
2015,1.72
2016,1.66
2013,6.21
2014,6.43
2015,6.45
2016,6.15
2013,5.79
2014,5.72
2015,5.78
2016,5.8
2013,4.05
2014,3.97
2015,3.99
2016,4
2013,1.73
2014,1.74
2015,1.72
2016,1.69
2013,5.72
2014,5.72
2015,5.73
2016,5.79
2013,5.36
2014,5.3
2015,5.3
2016,5.37
2013,41.28
2014,41.92
2015,41.92
2016,42.51
2013,5.45
2014,5.79
2015,5.83
2016,5.6
2013,3.07
2014,3.08
2015,3.08
2016,3.07
2013,5.46
2014,4.97
2015,4.92
2016,4.82
2013,5.44
2014,5.44
2015,5.54
2016,5.55
2013,5.71
2014,5.91
2015,6
2016,5.8
2013,2.4
2014,2.52
2015,2.5
2016,2.45
2013,3.9
2014,3.79
2015,3.8
2016,3.83
2013,2.36
2014,2.38
2015,2.38
2016,2.39
2013,44.94
2014,46.32
2015,46.86
2016,47.11
2013,45.95
2014,37.47
2015,39.66
2016,37.46
2013,6.88
2014,7.09
2015,7.08
2016,7.18
2013,14.36
2014,14.1
2015,13.67
2016,13.8
2013,39.71
2014,24.38
2015,28.02
2016,24.45
2013,115.85
2014,89.92
2015,100.94
2016,88.8
2013,6.66
2014,7.12
2015,6.92
2016,6.88
2013,5.92
2014,5.49
2015,5.32
2016,5.55
2013,77.7
2014,58.42
2015,65.69
2016,61.36
2013,2.75
2014,2.79
2015,2.78
2016,2.75
2013,11.54
2014,11.82
2015,11.81
2016,11.98
2013,2.36
2014,2.39
2015,2.38
2016,2.4
2013,11.5
2014,11.78
2015,12
2016,12.02
2013,5.46
2014,5.78
2015,5.84
2016,5.6
2013,12.78
2014,13.54
2015,13.61
2016,13.6
2013,75.25
2014,61.57
2015,65.1
2016,61.57
2013,11.41
2014,11.78
2015,11.86
2016,11.89
2013,11.43
2014,11.8
2015,11.82
2016,12.05
2013,7.07
2014,7.53
2015,7.57
2016,7.2
2013,10.94
2014,11.16
2015,11.36
2016,11.38
2013,7.24
2014,7.34
2015,7.22
2016,7.17
2013,9.07
2014,9.22
2015,9.22
2016,9.4
2013,8.49
2014,9.03
2015,9.08
2016,8.94
2013,5.49
2014,5.57
2015,5.61
2016,5.68
2013,2.4
2014,2.51
2015,2.53
2016,2.51
2013,9.64
2014,10.55
2015,10.6
2016,10.08
2013,7.23
2014,7.43
2015,7.56
2016,7.62
2013,2.2
2014,2.18
2015,2.18
2016,2.1
2013,5.5
2014,5.43
2015,5.53
2016,5.57
2013,11.08
2014,12.46
2015,12.33
2016,12.11
2013,13.69
2014,15.07
2015,15.04
2016,15.09
2013,13.69
2014,15.07
2015,14.91
2016,14.38
2013,118.64
2014,120.3
2015,122.06
2016,122.51
2013,29.66
2014,30.24
2015,30.27
2016,30.66
2013,189.3
2014,148
2015,168.58
2016,147.72
2013,3.2
2014,3.11
2015,3.05
2016,3.06
2013,9.05
2014,8.77
2015,8.56
2016,8.29
2013,37.18
2014,37.85
2015,37.88
2016,38.38
2013,13.69
2014,15.09
2015,14.91
2016,14.38
2013,4.72
2014,4.82
2015,4.68
2016,4.63
2013,100.98
2014,62.07
2015,82.84
2016,56.63
2013,45.7
2014,35.84
2015,40.85
2016,37.71
2013,2.85
2014,2.78
2015,2.78
2016,2.79
2013,5.19
2014,4.82
2015,4.66
2016,4.8
2013,6.9
2014,7.53
2015,7.54
2016,7.19
2013,29.52
2014,30.27
2015,30.27
2016,30.85
2013,6.35
2014,6.29
2015,6.41
2016,6.47
2013,7.29
2014,7.46
2015,7.53
2016,7.61
2013,94.71
2014,80.95
2015,88.36
2016,79.71
2013,6.92
2014,7.72
2015,7.6
2016,7.41
2013,169.74
2014,132.43
2015,151.03
2016,132.17
2013,16.36
2014,17.19
2015,17.4
2016,17.38
2013,11.6
2014,12.21
2015,12.38
2016,12.47
2013,48.02
2014,49.52
2015,49.54
2016,49.97
2013,750.85
2014,428.59
2015,571.27
2016,451.45
2013,6.9
2014,7.53
2015,7.56
2016,7.47
2013,64.19
2014,47.99
2015,54.24
2016,54.29
2013,51.18
2014,42.94
2015,48.3
2016,42.95
2013,84.42
2014,72.15
2015,78.92
2016,71.04
2013,2.2
2014,2.18
2015,2.1
2016,2.08
2013,167.56
2014,126.72
2015,141.44
2016,128.61
2013,7.23
2014,7.43
2015,7.53
2016,7.55
2013,7.04
2014,7.53
2015,7.57
2016,7.22
2013,13.69
2014,15.09
2015,14.91
2016,14.38
2013,7.43
2014,7.85
2015,7.86
2016,7.81
2013,119.84
2014,122.68
2015,124.42
2016,125.13
2013,5.2
2014,5.16
2015,5.16
2016,5.27
2013,8.46
2014,8.62
2015,8.63
2016,8.8
2013,14.37
2014,14.84
2015,14.84
2016,15.11
2013,4.98
2014,4.64
2015,4.48
2016,4.39
2013,4.26
2014,4.37
2015,4.32
2016,4.24
2013,10.44
2014,10.69
2015,10.72
2016,10.94
2013,7.41
2014,7.73
2015,7.83
2016,7.89
2013,11.84
2014,12.38
2015,12.42
2016,12.48
2013,14.38
2014,15.01
2015,15.06
2016,15.12
2013,10.85
2014,11.31
2015,11.34
2016,11.39
2013,5.69
2014,6.11
2015,6.04
2016,5.84
2013,7.95
2014,8.79
2015,8.75
2016,8.64
2013,14.35
2014,14.69
2015,14.91
2016,14.98
2013,9.07
2014,9.22
2015,9.39
2016,9.41
2013,14.4
2014,14.83
2015,14.84
2016,15.05
2013,55.47
2014,56.63
2015,56.68
2016,57.42
2013,38.18
2014,39.18
2015,39.17
2016,39.95
2013,3.35
2014,3.21
2015,3.22
2016,3.22
2013,117.96
2014,91.53
2015,100.42
2016,91.89
2013,14.47
2014,14.83
2015,14.84
2016,15.05
2013,14.98
2014,15
2015,14.31
2016,14.08
2013,6.19
2014,5.82
2015,5.59
2016,5.49
2013,9.68
2014,9.64
2015,9.14
2016,9.01
2013,644.05
2014,350.54
2015,416.96
2016,350.58
2013,8.31
2014,8.28
2015,7.87
2016,7.72
2013,8.08
2014,8.93
2015,8.9
2016,8.45
2013,8.08
2014,8.93
2015,8.9
2016,8.45
2013,119.35
2014,93.19
2015,107.05
2016,93.44
2013,2.27
2014,2.38
2015,2.39
2016,2.29
2013,4.62
2014,4.72
2015,4.75
2016,4.8
2013,1.86
2014,1.87
2015,1.86
2016,1.86
2013,34.8
2014,35.59
2015,35.82
2016,36.17
2013,2.25
2014,2.29
2015,2.23
2016,2.17
2013,5.37
2014,5.4
2015,5.44
2016,5.31
2013,12.53
2014,12.8
2015,12.99
2016,12.99
2013,8.22
2014,8.62
2015,8.74
2016,8.8
2013,38.49
2014,39.9
2015,40.48
2016,40.52
2013,11.54
2014,11.81
2015,11.82
2016,12.03
2013,5.5
2014,5.57
2015,5.61
2016,5.7
2013,5.88
2014,5.98
2015,6.04
2016,6.13
2016,1354.01
2013,8.54
2014,9.53
2015,9.42
2016,9.14
2013,9.12
2014,9.49
2015,9.53
2016,9.55
2016,941.67
2013,4.05
2014,3.96
2015,3.98
2016,4.01
2013,4017.57
2014,2246.4
2015,2693.53
2016,2252.55
2013,4.25
2014,4.33
2015,4.35
2016,4.33
2013,8.62
2014,8.78
2015,8.87
2016,9
2013,10.55
2014,10.86
2015,10.87
2016,11.07
2013,16.85
2014,18.13
2015,17.66
2016,17.33
2013,11.08
2014,11.97
2015,12.01
2016,11.44
2013,11.59
2014,12.1
2015,12.32
2016,12.32
2013,3.24
2014,3.1
2015,3.1
2016,3.08
2013,22.73
2014,24.53
2015,24.36
2016,23.45
2013,6.11
2014,6.55
2015,6.59
2016,6.29
2013,11.29
2014,11.81
2015,11.95
2016,12.08
2013,1.34
2014,1.37
2015,1.37
2016,1.37
2013,11.55
2014,12
2015,12
2016,12.04
2013,13.1
2014,13.37
2015,13.61
2016,13.62
2013,13.24
2014,14.05
2015,14.07
2016,14.1
2013,14.45
2014,14.83
2015,14.84
2016,15.11
2013,9.73
2014,10.44
2015,10.49
2016,9.97
2013,11.67
2014,12.23
2015,12.42
2016,12.48
2013,6.34
2014,6.46
2015,6.54
2016,6.62
2013,9.68
2014,10.39
2015,10.42
2016,10.46
2013,9.8
2014,10.1
2015,10.32
2016,10.29
2013,3.09
2014,2.99
2015,2.96
2016,2.96
2013,8.62
2014,8.78
2015,8.87
2016,8.98
2013,11.55
2014,11.82
2015,11.93
2016,12.07
2013,5.73
2014,5.72
2015,5.72
2016,5.86
2013,4.9
2014,4.86
2015,4.86
2016,4.95
2013,10.74
2014,11.01
2015,11.16
2016,11.29
2013,14.47
2014,14.83
2015,14.83
2016,15.05
2013,76.67
2014,57.64
2015,64.81
2016,60.54
2013,1.28
2014,1.31
2015,1.33
2016,1.29
2013,3.78
2014,3.7
2015,3.81
2016,3.84
2013,7.36
2014,8.16
2015,8.15
2016,8.03
2013,5.86
2014,5.86
2015,5.97
2016,5.99
2013,45.54
2014,46.6
2015,47.05
2016,47.18
2013,8.08
2014,8.94
2015,8.97
2016,8.54
2013,11.53
2014,12.12
2015,12.35
2016,12.16
2013,1.73
2014,1.74
2015,1.69
2016,1.66
2013,7.74
2014,8.23
2015,8.28
2016,8.07
2013,4.98
2014,4.7
2015,4.5
2016,4.39
2013,26.45
2014,28.03
2015,28.09
2016,27.6
2013,5.34
2014,5.47
2015,5.54
2016,5.54
2013,5.72
2014,5.85
2015,5.91
2016,5.98
2013,4.93
2014,5.01
2015,5.06
2016,5.12
2013,6.14
2014,6.55
2015,6.51
2016,6.37
2013,7.68
2014,8.38
2015,8.39
2016,8
2013,5.63
2014,5.72
2015,5.78
2016,5.87
2013,7.58
2014,7.78
2015,7.85
2016,7.89
2013,2.48
2014,2.51
2015,2.51
2016,2.51
2013,4.74
2014,4.78
2015,4.72
2016,4.76
2013,2.5
2014,2.53
2015,2.51
2016,2.54
2013,11.47
2014,12
2015,11.81
2016,11.98
2013,8
2014,8.14
2015,8.32
2016,8.31
2013,13.87
2014,14.51
2015,14.79
2016,14.78
2013,7.43
2014,7.72
2015,7.88
2016,7.89
2013,5.57
2014,5.78
2015,5.87
2016,5.65
2013,71.38
2014,46.36
2015,52.36
2016,45.92
2013,9.57
2014,10.56
2015,10.6
2016,10.41
2013,16.4
2014,17.56
2015,17.64
2016,17.68
2013,5.46
2014,5.81
2015,5.79
2016,5.61
2013,148.56
2014,94.58
2015,114.59
2016,93.52
2013,2.06
2014,2.07
2015,2
2016,1.95
2013,3.49
2014,3.52
2015,3.52
2016,3.5
2013,2.09
2014,2.18
2015,2.19
2016,2.11
2013,23.99
2014,24.63
2015,24.65
2016,25.11
2013,1.91
2014,1.91
2015,1.88
2016,1.87
2013,7.16
2014,7.83
2015,7.86
2016,7.52
2013,14.5
2014,14.84
2015,15.09
2016,15.11
2013,5.97
2014,6.15
2015,6.27
2016,6.2
2013,1.8
2014,1.86
2015,1.88
2016,1.79
2013,7.43
2014,8.29
2015,8.26
2016,7.88
2013,18.66
2014,19.89
2015,19.47
2016,19.92
2013,1.76
2014,1.74
2015,1.74
2016,1.75
2013,10.33
2014,11.37
2015,11.23
2016,10.78
2013,7.21
2014,7.73
2015,7.45
2016,7.32
2013,6.01
2014,6.13
2015,6.19
2016,6.26
2013,1265.26
2014,656.73
2015,876.39
2016,632.62
2013,7.36
2014,7.17
2015,6.93
2016,6.71
2013,6.85
2014,7.56
2015,7.49
2016,7.18
2013,9.77
2014,10.24
2015,10.24
2016,10.46
2013,3.6
2014,3.53
2015,3.5
2016,3.5
2013,21.97
2014,22.67
2015,23.04
2016,23.04
2013,4.21
2014,4.13
2015,4.14
2016,4.16
2013,6.45
2014,5.89
2015,5.82
2016,5.71
2013,2.2
2014,2.18
2015,2.1
2016,2.08
2013,396.39
2014,246.1
2015,287.68
2016,246.78
2013,50.68
2014,42.52
2015,47.82
2016,42.52
2013,8.49
2014,9.42
2015,9.41
2016,8.92
2013,13.69
2014,15.09
2015,14.91
2016,14.38
2013,6.43
2014,6.61
2015,6.4
2016,6.33
2013,5.98
2014,6.38
2015,6.44
2016,6.15
2013,10.91
2014,12.02
2015,11.86
2016,11.39
2013,3.07
2014,2.94
2015,2.95
2016,2.95
2013,5.61
2014,5.24
2015,5.07
2016,4.95
2013,3.28
2014,3.21
2015,3.22
2016,3.22
2013,5.32
2014,5.65
2015,5.61
2016,5.48
2013,5.07
2014,5.4
2015,5.35
2016,5.18
2013,8.43
2014,8.22
2015,8.1
2016,7.81
2013,9.14
2014,9.34
2015,9.37
2016,9.56
2013,7.78
2014,8.42
2015,8.29
2016,8.01
2013,8.65
2014,8.64
2015,8.16
2016,8.02
2013,5.43
2014,5.42
2015,5.48
2016,5.55
2013,100.58
2014,83.5
2015,93.1
2016,86.42
2013,25.12
2014,26.48
2015,26.26
2016,26.67
2013,7.68
2014,8.1
2015,8.11
2016,8.15
2013,1.28
2014,1.37
2015,1.37
2016,1.3
2013,353.2
2014,287.57
2015,300.74
2016,288.36
2013,11.5
2014,11.82
2015,11.82
2016,12.03
2013,147.78
2014,149.75
2015,149.75
2016,152.89
2013,36.48
2014,39.15
2015,39.24
2016,38.51
2013,55.45
2014,57.69
2015,58.25
2016,56.88
2013,14.58
2014,14.94
2015,14.95
2016,15.22
2013,2.05
2014,2.06
2015,2.05
2016,2.06
2013,185.95
2014,149.29
2015,158.5
2016,138.59
2013,149.58
2014,119.83
2015,127.3
2016,111.14
2013,6.3
2014,6.45
2015,6.54
2016,6.6
2013,235.45
2014,224.79
2015,219.45
2016,165.38
2013,12.79
2014,13.99
2015,14.03
2016,13.38
2013,5.19
2014,5.35
2015,5.42
2016,5.21
2013,5.36
2014,5.43
2015,5.43
2016,5.41
2013,10.06
2014,10.26
2015,10.44
2016,10.48
2013,14.62
2014,14.95
2015,15.18
2016,15.23
2013,12.72
2014,13.08
2015,13.09
2016,13.28
2013,75.27
2014,61.33
2015,70.03
2016,61.5
2013,1.39
2014,1.47
2015,1.44
2016,1.38
2013,3.87
2014,3.8
2015,3.81
2016,3.82
2013,7.68
2014,8.38
2015,8.42
2016,7.98
2013,6.43
2014,6.45
2015,6.45
2016,6.56
2013,8.55
2014,8.77
2015,8.94
2016,8.96
2013,5.88
2014,5.91
2015,5.91
2016,6.02
2013,8.62
2014,8.78
2015,8.9
2016,8.96
2013,14.5
2014,14.85
2015,15.07
2016,15.09
2013,9.94
2014,10.26
2015,10.4
2016,10.42
2013,7.11
2014,6.86
2015,6.65
2016,6.42
2013,7.41
2014,7.24
2015,7.03
2016,6.79
2013,7.74
2014,8.23
2015,8.28
2016,8.15
2013,14.5
2014,14.82
2015,15.09
2016,15.09
2013,2.5
2014,2.52
2015,2.52
2016,2.42
2013,8.58
2014,8.77
2015,8.89
2016,8.96
2013,82.36
2014,70.39
2015,77
2016,69.47
2013,5.19
2014,5.51
2015,5.54
2016,5.42
2013,636.15
2014,379.86
2015,468.65
2016,392.48
2013,966.23
2014,502.49
2015,589.45
2016,497.86
2013,82.6
2014,68.13
2015,77.58
2016,68.32
2013,563.03
2014,465.01
2015,489.35
2016,406.34
2013,451.22
2014,223.19
2015,318.7
2016,246.86
2013,11.81
2014,12.23
2015,12.42
2016,12.46
2013,9.54
2014,9.78
2015,9.76
2016,9.94
2013,14.5
2014,14.85
2015,15.04
2016,15.09
2013,39.21
2014,41.82
2015,42.15
2016,42.19
2013,7.72
2014,7.54
2015,7.32
2016,7.07
2013,14.5
2014,14.97
2015,15.1
2016,15.12
2013,11.94
2014,12.34
2015,12.46
2016,12.47
2013,8.04
2014,8.51
2015,8.52
2016,8.5
2013,14.98
2014,15.05
2015,14.35
2016,14.11
2013,13.6
2014,15.09
2015,14.95
2016,14.52
2013,6.2
2014,6.29
2015,6.29
2016,6.46
2013,6.78
2014,7.1
2015,7.16
2016,7.2
2013,21.5
2014,22.38
2015,22.59
2016,22.73
2013,24.8
2014,25.82
2015,26.06
2016,26.23
2013,9.8
2014,10.27
2015,10.39
2016,10.48
2013,7.78
2014,8.36
2015,8.12
2016,7.88
2013,2.85
2014,2.78
2015,2.79
2016,2.79
2013,61.97
2014,64.11
2015,64.73
2016,65.15
2013,3.93
2014,3.99
2015,3.91
2016,4
2013,64.19
2014,47.99
2015,54.24
2016,54.29
2013,9.36
2014,9.79
2015,9.91
2016,9.99
2013,7.5
2014,7.98
2015,8.05
2016,7.67
2013,3.15
2014,3.08
2015,3.08
2016,3.1
2013,11.08
2014,10.87
2015,10.52
2016,10.19
2013,4.39
2014,4.33
2015,4.32
2016,4.37
2013,9.29
2014,9.89
2015,9.95
2016,9.82
2013,15.92
2014,16.95
2015,17.04
2016,16.88
2013,421.95
2014,339.72
2015,360.31
2016,315.82
2013,34.38
2014,37.46
2015,37.1
2016,36.8
2013,3.93
2014,3.96
2015,3.97
2016,4
2013,33.78
2014,34.2
2015,34.2
2016,34.91
2013,14.42
2014,14.84
2015,14.82
2016,15.05
2013,35.63
2014,35.56
2015,34.72
2016,33.62
2013,96.36
2014,75.21
2015,84.59
2016,74.02
2013,1.32
2014,1.37
2015,1.37
2016,1.34
2013,19.51
2014,21.16
2015,21.14
2016,20.29
2013,10.99
2014,12
2015,11.81
2016,11.42
2013,477.25
2014,269.14
2015,342.91
2016,229.36
2013,4.92
2014,5.2
2015,5.27
2016,5.05
2013,17.21
2014,18.86
2015,18.86
2016,18.09
2013,14.4
2014,14.83
2015,14.84
2016,15.06
2013,19.15
2014,20.04
2015,20.27
2016,20.4
2013,75.38
2014,75.84
2015,75.84
2016,76.81
2013,3.62
2014,3.52
2015,3.52
2016,3.5
2013,11.64
2014,12.42
2015,12.44
2016,12.18
2013,15.26
2014,15.96
2015,16.12
2016,16.21
2013,4.2
2014,4.13
2015,4.12
2016,4.15
2013,51.58
2014,55.55
2015,55.55
2016,55.46
2013,8.43
2014,8.69
2015,8.62
2016,8.81
2013,4.62
2014,4.72
2015,4.75
2016,4.81
2013,8.04
2014,8.51
2015,8.57
2016,8.6
2013,31.51
2014,31.62
2015,31.58
2016,32.14
2013,8.63
2014,8.77
2015,8.78
2016,8.95
2013,6.11
2014,6.55
2015,6.59
2016,6.33
2013,14.4
2014,14.84
2015,15.06
2016,15.12
2013,14.43
2014,14.82
2015,15.07
2016,15.1
2013,5.76
2014,5.72
2015,5.73
2016,5.86
2013,9.97
2014,10.24
2015,10.44
2016,10.29
2013,8.62
2014,8.87
2015,8.94
2016,8.95
2013,19.35
2014,20.21
2015,20.5
2016,20.55
2013,14.18
2014,14.84
2015,15.07
2016,15.1
2013,14.5
2014,14.85
2015,14.92
2016,15.09
2013,36.48
2014,37.17
2015,37.2
2016,37.8
2013,27.51
2014,28.42
2015,28.71
2016,28.8
2013,6.85
2014,7.56
2015,7.49
2016,7.19
2013,7.31
2014,7.87
2015,7.53
2016,7.36
2013,5.46
2014,5.87
2015,5.87
2016,5.61
2013,6.95
2014,7.1
2015,7.19
2016,7.2
2013,3991.6
2014,2231.88
2015,2676.12
2016,2237.99
2013,6.13
2014,6.58
2015,6.51
2016,6.37
2013,5.74
2014,5.85
2015,5.91
2016,5.98
2013,7.07
2014,7.52
2015,7.56
2016,7.42
2013,6.65
2014,7
2015,7.08
2016,6.97
2013,9.33
2014,9.78
2015,9.91
2016,9.97
2013,7.08
2014,7.43
2015,7.53
2016,7.51
2013,28.45
2014,30.57
2015,30.8
2016,29.91
2015,1005.22
2016,1043.62
2013,7.79
2014,8.51
2015,8.55
2016,8.1
2013,53.12
2014,41.5
2015,47.69
2016,44.57
2013,5.04
2014,5.01
2015,5.07
2016,5.14
2013,1.9
2014,1.85
2015,1.85
2016,1.82
2013,29.52
2014,32.61
2015,32.15
2016,31.81
2013,44.15
2014,27.42
2015,31.4
2016,27.5
2013,8.55
2014,8.77
2015,8.78
2016,8.92
2013,233.21
2014,238.24
2015,238.21
2016,242.86
2013,9.8
2014,10.44
2015,10.43
2016,10.29
2013,1.35
2014,1.3
2015,1.29
2016,1.26
2013,7.13
2014,7.84
2015,7.75
2016,7.51
2013,8.95
2014,9.79
2015,9.83
2016,9.31
2013,14.49
2014,14.96
2015,14.95
2016,15.22
2013,3.1
2014,2.95
2015,2.97
2016,3
2013,34.16
2014,34.56
2015,34.56
2016,35.04
2013,14.22
2014,15.71
2015,15.71
2016,15.33
2013,13.25
2014,13.52
2015,13.72
2016,13.77
2013,8.75
2014,8.55
2015,8.27
2016,8.01
2013,22.83
2014,23.83
2015,24.17
2016,24.19
2013,7.03
2014,7.31
2015,7.09
2016,6.98
2013,1.39
2014,1.46
2015,1.46
2016,1.38
2013,2.38
2014,2.37
2015,2.39
2016,2.4
2013,16.32
2014,16.92
2015,17.07
2016,17.25
2013,2.2
2014,2.23
2015,2.19
2016,2.19
2013,9.8
2014,10.4
2015,10.44
2016,10.39
2013,76.65
2014,56.62
2015,64.24
2016,57.18
2013,6.46
2014,7.03
2015,7.07
2016,6.74
2013,8.56
2014,9.34
2015,9.38
2016,8.9
2013,51.13
2014,40.49
2015,46.04
2016,40.6
2013,10.11
2014,10.09
2015,9.54
2016,9.37
2013,6.12
2014,6.37
2015,6.47
2016,6.2
2013,9.26
2014,9.67
2015,9.68
2016,9.71
2013,6.29
2014,6.47
2015,6.19
2016,6.19
2013,2.28
2014,2.27
2015,2.27
2016,2.29
2013,7.27
2014,7.57
2015,7.68
2016,7.75
2013,18.84
2014,19.44
2015,19.75
2016,19.78
2013,9.68
2014,9.91
2015,9.91
2016,10.08
2013,7.37
2014,7.58
2015,7.67
2016,7.7
2013,11.55
2014,12.38
2015,12.41
2016,11.89
2013,2.49
2014,2.52
2015,2.52
2016,2.53
2013,84.42
2014,72.15
2015,78.92
2016,71.04
2013,7.42
2014,7.8
2015,7.84
2016,7.89
2013,1.28
2014,1.37
2015,1.36
2016,1.34
2013,4.17
2014,4.14
2015,4.15
2016,4.04
2013,1.73
2014,1.73
2015,1.66
2016,1.65
2013,8.25
2014,8.39
2015,8.38
2016,8.58
2013,7.98
2014,8.48
2015,8.36
2016,8.11
2013,10.42
2014,10.57
2015,10.58
2016,10.74
2013,8.67
2014,9.38
2015,9.29
2016,8.81
2013,30.97
2014,31.58
2015,31.61
2016,32.02
2013,5.74
2014,5.71
2015,5.72
2016,5.8
2013,10.86
2014,11.15
2015,11.16
2016,11.34
2013,82.25
2014,83.98
2015,84.06
2016,85.16
2013,28.92
2014,29.48
2015,29.51
2016,29.89
2013,9.53
2014,9.77
2015,9.78
2016,9.94
2013,108.57
2014,110.72
2015,110.83
2016,112.27
2013,15.44
2014,16.09
2015,16.08
2016,16.34
2013,11.41
2014,11.65
2015,11.86
2016,11.91
2013,1.74
2014,1.59
2015,1.53
2016,1.51
2013,8.62
2014,8.77
2015,8.93
2016,8.97
2013,11.41
2014,12.16
2015,12.17
2016,12
2013,115.24
2014,87.33
2015,96.81
2016,87.68
2013,7.22
2014,7.43
2015,7.57
2016,7.59
2013,83.92
2014,63.1
2015,70.94
2016,63.13
2013,10.03
2014,10.25
2015,10.26
2016,10.46
2013,177.12
2014,130.88
2015,154.68
2016,131.24
2013,7.68
2014,8.38
2015,8.39
2016,8
2013,15.25
2014,15.79
2015,15.99
2016,16.1
2013,7.21
2014,7.57
2015,7.72
2016,7.59
2013,6.14
2014,6.6
2015,6.61
2016,6.51
2013,7.56
2014,8.29
2015,8.28
2016,8.01
2013,6.8
2014,7.09
2015,7.16
2016,7.2
2013,9.98
2014,11.05
2015,10.94
2016,10.54
2013,4.3
2014,4.36
2015,4.31
2016,4.24
2013,14.82
2014,14.8
2015,15.01
2016,15.05
2013,1.89
2014,1.86
2015,1.87
2016,1.82
2013,152.87
2014,122.24
2015,135.51
2016,116.03
2013,13.47
2014,15.06
2015,14.88
2016,14.4
2015,990.89
2016,1030.14
2013,125.3
2014,100.19
2015,111.07
2016,95.11
2013,4.15
2014,4.14
2015,4.17
2016,4.09
2013,5.46
2014,5.66
2015,5.68
2016,5.52
2013,2.4
2014,2.52
2015,2.5
2016,2.42
2013,3.18
2014,3.08
2015,3.07
2016,3.11
2013,52.19
2014,39.35
2015,45.09
2016,39.63
2013,9.75
2014,10.27
2015,10.39
2016,10.35
2013,3.88
2014,3.58
2015,3.47
2016,3.59
2013,8.26
2014,8.06
2015,7.82
2016,7.56
2013,56.07
2014,43.97
2015,50.12
2016,46.26
2013,9.52
2014,10.49
2015,10.27
2016,9.93
2013,11.04
2014,12.15
2015,12.11
2016,12.17
2013,6.13
2014,6.6
2015,6.6
2016,6.33
2013,13.6
2014,15.06
2015,15.06
2016,14.43
2013,14.03
2014,14.98
2015,15.07
2016,14.72
2013,2.29
2014,2.26
2015,2.19
2016,2.1
2013,8.29
2014,9.08
2015,8.98
2016,8.62
2016,995.37
2013,9.67
2014,10.08
2015,10.23
2016,10.32
2013,11.39
2014,11.79
2015,11.77
2016,11.95
2013,5.46
2014,5.43
2015,5.42
2016,5.49
2013,7.46
2014,7.78
2015,7.82
2016,7.89
2013,5.36
2014,5.43
2015,5.44
2016,5.55
2013,44.68
2014,45.52
2015,46.28
2016,46.36
2013,677.77
2014,460.82
2015,538.73
2016,466.36
2013,3799.02
2014,1932.87
2015,3067.35
2016,2087.74
2013,30.98
2014,31.51
2015,31.53
2016,32.07
2013,10.56
2014,11.01
2015,11.21
2016,11.26
2013,7.62
2014,7.8
2015,7.87
2016,7.88
2013,202.42
2014,158.26
2015,180.27
2016,158.69
2013,4.4
2014,4.33
2015,4.33
2016,4.37
2013,5.49
2014,5.11
2015,5.04
2016,4.96
2013,71.21
2014,44.17
2015,50.59
2016,44.29
2013,48.86
2014,50.3
2015,51.08
2016,51.43
2013,7.62
2014,8.42
2015,8.34
2016,7.97
2013,39.03
2014,40.57
2015,41.12
2016,40.89
2013,88.92
2014,55.87
2015,66.78
2016,55.29
2013,59.83
2014,51.34
2015,57.74
2016,49.02
2013,22.5
2014,22.3
2015,21.75
2016,21.1
2013,2.2
2014,2.21
2015,2.17
2016,2.09
2013,4.52
2014,4.48
2015,4.48
2016,4.53
2013,13.86
2014,15.05
2015,14.37
2016,14.08
2013,16.97
2014,18.4
2015,17.62
2016,17.38
2013,17.96
2014,19.18
2015,19.15
2016,18.48
2013,3.6
2014,3.63
2015,3.65
2016,3.58
2013,87.03
2014,71.21
2015,75.29
2016,71.21
2013,23.18
2014,23.88
2015,24.07
2016,24.17
2013,14.5
2014,14.97
2015,15.1
2016,15.12
2013,14.76
2014,15.1
2015,15.1
2016,15.39
2013,53.67
2014,43.58
2015,49.88
2016,43.7
2013,14.41
2014,14.84
2015,14.84
2016,15.1
2013,1.55
2014,1.39
2015,1.37
2016,1.33
2013,357.9
2014,222.64
2015,260.06
2016,223.25
2013,490.72
2014,294.28
2015,362.34
2016,289.37
2013,7.81
2014,8.58
2015,8.48
2016,8.26
2013,3.6
2014,3.64
2015,3.64
2016,3.58
2013,7.74
2014,8.23
2015,8.28
2016,8.18
2013,27.67
2014,28.42
2015,28.82
2016,28.91
2013,6.74
2014,7.1
2015,7.2
2016,7.09
2013,321.1
2014,258.69
2015,274.37
2016,240.49
2013,5.88
2014,5.98
2015,6.02
2016,6.13
2013,51.36
2014,40.28
2015,45.9
2016,42.37
2013,13.05
2014,13.37
2015,13.6
2016,13.62
2013,13.36
2014,13.95
2015,14.18
2016,14.23
2013,8.55
2014,8.76
2015,8.93
2016,8.82
2013,6.82
2014,7.03
2015,6.95
2016,7.1
2013,9.92
2014,10.4
2015,10.55
2016,10.63
2013,52.67
2014,54.08
2015,54.56
